,Product,Price,Quantity,Category
751,nespoli group set 3 pennelli piatti misure 30-40-50,4.99 € / pz,1.0 pz,articoli per la casa
752,nespoli group pennello plafoniera 150x50,7.99 € / pz,1.0 pz,articoli per la casa
753,"carrefour home contenitore rettangolare 3,1 l",7.49 € / pz,1.0 pz,articoli per la casa
754,"dcg eltronic zp3364 spremiagrumi elettrico verde, bianco",10.00 € / pz,1.0 pz,articoli per la casa
755,castrol edge 5w-30 ll olio per motore 4 l 0w-30 ideali alla guida,59.90 € / pz,1.0 pz,articoli per la casa
756,mandine frullatore a immersione mhb602-21 nero,17.90 € / pz,1.0 pz,articoli per la casa
757,carrefour shopper vino scritta buon natale misura cm 13x8x39 h finitura lucida - stampa calda in oro,1.99 € / pz,1.0 pz,articoli per la casa
758,carrefour shopper geo natale rombi mis 32x42x11 cm,2.99 € / pz,1.0 pz,articoli per la casa
759,"carrefour nastro biadesivo per esterni, 1,5 m x 19 mm, blister sintetico su cartoncino",4.49 € / pz,1.0 pz,articoli per la casa
760,"tesa torre di nastri da imballo, 3 pezzi marrone in pp 50:48",6.99 € / pz,1.0 pz,articoli per la casa
761,one day + igiene mascherine ffp2 colors rosse 5 pz,2.50 € / pz,1.0 pz,articoli per la casa
762,one day + igiene mascherine ffp2 mini multicolor 5 pz,2.50 € / pz,1.0 pz,articoli per la casa
763,one day + igiene mascherine ffp2 nere 5 pz,2.50 € / pz,1.0 pz,articoli per la casa
764,simpl casseruola 20cm.,8.59 € / pz,1.0 pz,articoli per la casa
765,simpl 3613866845806 padella pentola multiuso rotondo,6.49 € / pz,1.0 pz,articoli per la casa
766,simpl padella 20cm.,4.49 € / pz,1.0 pz,articoli per la casa
767,tex home telo mare microfibra maxi tex,15.99 € / pz,1.0 pz,articoli per la casa
768,tex home telo mare microfibra maxi tex,15.99 € / pz,1.0 pz,articoli per la casa
769,pritt colla vinilica universale 250g,4.59 € / pz,1.0 pz,articoli per la casa
770,staedtler 2 matite noris 4=2h,2.19 € / pz,1.0 pz,articoli per la casa
771,uhu glitter glue 6 x 10 ml,5.99 € / pz,1.0 pz,articoli per la casa
772,"tesa nastro per mascheratura, 2x 50m x 19mm + 2x 50m x 30mm",8.99 € / pz,1.0 pz,articoli per la casa
773,loctite super attak vetro 3 g,5.29 € / pz,1.0 pz,articoli per la casa
774,arexons lavavetro pronto all' uso inverno lt 4.5,11.90 € / pz,1.0 pz,articoli per la casa
775,"bosch 1930450 porta, finestrino e componente per auto tergicristallo",19.90 € / pz,1.0 pz,articoli per la casa
776,pedrini caffettiera 2 tazze,13.90 € / pz,1.0 pz,articoli per la casa
777,carrefour caffettiera in alluminio 3 tazze,18.90 € / pz,1.0 pz,articoli per la casa
778,carrefour home padella 24 cm per induzione con rivestimento effetto pietra,15.90 € / pz,1.0 pz,articoli per la casa
779,aeternum casseruola 2 manici madame petravera 24 cm,37.90 € / pz,1.0 pz,articoli per la casa
780,"pyrex teglia rettangolare in vetro temperato 28x17 cm; capacitã 1,4 lt",11.90 € / pz,1.0 pz,articoli per la casa
781,"fiskars 1023820 forbici da cucina 20 cm nero, acciaio inossidabile universale",16.90 € / pz,1.0 pz,articoli per la casa
782,guardini pirottini carta forno bianchi 7 cm 100 pz,4.90 € / pz,1.0 pz,articoli per la casa
783,ghidini cipriano rotella pizza,4.09 € / pz,1.0 pz,articoli per la casa
784,tognana porcellane tognana coffee star caffettiera 3 tazza grigio marmorizzato,21.90 € / pz,1.0 pz,articoli per la casa
785,carrefour nastro trasparente 25mx19mm con supporto,2.49 € / pz,1.0 pz,articoli per la casa
786,moneta etnea padella cm ø 30,24.90 € / pz,1.0 pz,articoli per la casa
787,carrefour foglio multi post,2.49 € / pz,1.0 pz,articoli per la casa
788,carrefour post it 4x100 colorati,1.99 € / pz,1.0 pz,articoli per la casa
789,pigna blocco a spirale liberty a4,5.99 € / pz,1.0 pz,articoli per la casa
790,pigna ricambi pignaric a4 con banda rinforzata 40 fogli,2.49 € / pz,1.0 pz,articoli per la casa
791,balmar 2000 copertina per quaderno a4 verde laccato 180μm,1.69 € / pz,1.0 pz,articoli per la casa
792,metaltex riduttore per fornelli x 2,4.99 € / pz,1.0 pz,articoli per la casa
793,carrefour 3 refill penna cancellabile blu,3.99 € / pz,1.0 pz,articoli per la casa
794,pengo coperchio inox home 20cm,7.79 € / pz,1.0 pz,articoli per la casa
795,pelikan penna stilografica twist con 2 cartucce e cancellatore d'inchiostro,11.79 € / pz,1.0 pz,articoli per la casa
796,carrefour nastro isolante multiuso,4.29 € / pz,1.0 pz,articoli per la casa
797,inoxriv s.p.a. iobio pentola a pressione 5 l,49.90 € / pz,1.0 pz,articoli per la casa
798,"tipp-ex pocket mouse 4,2mm x 10m",4.59 € / pz,1.0 pz,articoli per la casa
799,carrefour 3 mini correttori nastro,3.69 € / pz,1.0 pz,articoli per la casa
800,carrefour 3 mini gomme,1.49 € / pz,1.0 pz,articoli per la casa
801,metaltex grattugia affettatutto lama inox plastica abs mandolino,16.90 € / pz,1.0 pz,articoli per la casa
802,"bormioli rocco barattolo 4 stagioni senza capsula 0,25 lt",1.79 € / pz,1.0 pz,articoli per la casa
803,uhu stic 3 x 21 g,6.29 € / pz,1.0 pz,articoli per la casa
804,"arda miniset 3 pezzi riga 17 cm, squadre 45° e 60° 15 cm fluo",3.99 € / pz,1.0 pz,articoli per la casa
805,campingaz 2000022380 bombola e serbatoio a gas 250 g isobutano cilindro (ricaricabile),4.99 € / pz,1.0 pz,articoli per la casa
806,"poly pool presa sestupla pluristandard: italiano bivalente 10/16a 2p+t, tedesco 16a 2p+t(terra laterale), con interruttore di sicurezza, 1,5m cavo h05vv-f 3x0,75mmq con spina salvaspazio 10a 2p+t, uscita cavo 90°, ce",13.90 € / pz,1.0 pz,articoli per la casa
807,"poly pool presa quadrupla 10/16a 2p+t, 1,5m cavo 3x1mm2 con spina salvaspazio 16a 2p+t, imq, ce",8.99 € / pz,1.0 pz,articoli per la casa
808,"poly pool presa tripla pluristandard: italiano bivalente 10/16a 2p+t, tedesco 16a 2p+t(terra laterale), con interruttore di sicurezza, 1,5m cavo h05vv-f 3x0,75mmq con spina salvaspazio10a 2p+t, uscita cavo 90°, ce",9.99 € / pz,1.0 pz,articoli per la casa
809,poly pool pp0444 adattatore per presa di corrente universale tipo l (it) bianco,9.99 € / pz,1.0 pz,articoli per la casa
810,"carrefour spina 10a 2p+t, uscita cavo assiale, fermacavo isolante a vite, imq, ce",1.59 € / pz,1.0 pz,articoli per la casa
811,poly pool pp0433x adattatore per presa di corrente tipo l (it) bianco,1.99 € / pz,1.0 pz,articoli per la casa
812,carrefour goniometro 180° 12 cm crf,1.49 € / pz,1.0 pz,articoli per la casa
813,energizer e300129200 batteria per uso domestico batteria monouso d alcalino,5.49 € / pz,1.0 pz,articoli per la casa
814,innoliving inn-742 tostapane 2 fetta/e 750 w bianco,29.90 € / pz,1.0 pz,articoli per la casa
815,energizer max plus aaa 6 pz,6.79 € / pz,1.0 pz,articoli per la casa
816,energizer max aaa alkaline 6 pz,5.99 € / pz,1.0 pz,articoli per la casa
817,brita filtro per acqua hf - fino a 600l di filtrazione,36.90 € / pz,1.0 pz,articoli per la casa
818,giotto 24 pastelli a cera,4.59 € / pz,1.0 pz,articoli per la casa
819,loctite super attak creative pen 3g scuola ufficio,6.39 € / pz,1.0 pz,articoli per la casa
820,energizer alkaline power aa 8 pz,8.69 € / pz,1.0 pz,articoli per la casa
821,loctite super attak mini dosi liquido 3x1g,4.99 € / pz,1.0 pz,articoli per la casa
822,giotto superlaccato - astuccio 24 pastelli colorati,12.79 € / pz,1.0 pz,articoli per la casa
823,tognana porcellane tognana coffee star mirror caffettiera 3 tazze alluminio,13.90 € / pz,1.0 pz,articoli per la casa
824,"carrefour 2 led sfer smerigliata 40w, attacco e27, luce fredda",4.99 € / pz,1.0 pz,articoli per la casa
825,"carrefour 3 led candela 40w, attacco e14, luce calda",7.99 € / pz,1.0 pz,articoli per la casa
826,"carrefour 2 led capsula 22w, attacco g4, luce calda",6.99 € / pz,1.0 pz,articoli per la casa
827,energizer accu recharge power plus aa 4 pz,12.30 € / pz,1.0 pz,articoli per la casa
828,energizer accu recharge power plus aaa 4 pz,11.80 € / pz,1.0 pz,articoli per la casa
829,simpl 5 cacciaviti,3.99 € / pz,1.0 pz,articoli per la casa
830,simpl 8 chiavi acciao miste,4.99 € / pz,1.0 pz,articoli per la casa
831,tamoil 100% sint sae 5w-30 c4 olio per motore 1 l ideali alla guida,13.90 € / pz,1.0 pz,articoli per la casa
832,arexons bike 4t - 10w-40 olio per motore 1 l motocicletta,15.90 € / pz,1.0 pz,articoli per la casa
833,wd40 wd-40 200 ml spray aerosol,7.99 € / pz,1.0 pz,articoli per la casa
834,bosch eco 550 uc tergicristallo,11.90 € / pz,1.0 pz,articoli per la casa
835,bosch eco 600 uc tergicristallo,11.90 € / pz,1.0 pz,articoli per la casa
836,petronas selenia benzina-diesel 5w-40,49.90 € / pz,1.0 pz,articoli per la casa
837,"carrefour 3 led candela 40w, attacco e14, luce fredda",7.99 € / pz,1.0 pz,articoli per la casa
838,energizer max d torcia 2 pz,5.49 € / pz,1.0 pz,articoli per la casa
839,stabilo point 88 confezione 10 fineliner multicolore,8.49 € / pz,1.0 pz,articoli per la casa
840,energizer alkaline power aaa mini stilo 8 pz,8.69 € / pz,1.0 pz,articoli per la casa
841,"carrefour led goccia smerigliata 75w, attacco e27, luce fredda",5.99 € / pz,1.0 pz,articoli per la casa
842,"carrefour 2 led sfer smerigliata 60w, attacco e14, luce calda",5.99 € / pz,1.0 pz,articoli per la casa
843,carrefour trapano a batteria 20v,49.90 € / pz,1.0 pz,articoli per la casa
844,inoxriv s.p.a. colapasta river,12.90 € / pz,1.0 pz,articoli per la casa
845,carrefour padella 20 cm per induzione con rivestimento effetto pietra,12.90 € / pz,1.0 pz,articoli per la casa
846,kenwood easychop chp61100wh tritatutto 4 lame,52.90 € / pz,1.0 pz,articoli per la casa
847,"ghidini cipriano 8008636147009 pennello da pasticceria silicone arancione, acciaio inossidabile",3.69 € / pz,1.0 pz,articoli per la casa
848,vacu vin rinfrescatore flessibile silver,14.90 € / pz,1.0 pz,articoli per la casa
849,"moulinex powermix hm450 prepmix, sbattitore elettrico, potenza di 450 w, 5 velocità regolabili e un pulsante turbo",44.90 € / pz,1.0 pz,articoli per la casa
850,energizer max c mezza torcia 2 pz,5.49 € / pz,1.0 pz,articoli per la casa
851,blasetti confezione 3 maxi quaderni a4 80gr 20 fogli rigatura 1rc,2.29 € / pz,1.0 pz,articoli per la casa
852,papironia cancelleria evidenziatore giallo,1.35 € / pz,1.0 pz,articoli per la casa
853,carrefour 2 gomme rossa/blu,0.99 € / pz,1.0 pz,articoli per la casa
854,giotto 24 matite colori assortiti,11.50 € / pz,1.0 pz,articoli per la casa
855,"giotto 3 pennelli n.6,8,10 serie 577",2.75 € / pz,1.0 pz,articoli per la casa
856,sharp el-233s calcolatrice tasca calcolatrice di base nero,7.99 € / pz,1.0 pz,articoli per la casa
857,balmar 2000 copertina per quaderno a4 giallo laccato 180μm,1.69 € / pz,1.0 pz,articoli per la casa
858,total lubrificante auto sintetico 5w40 lt 4 multifuel,36.90 € / pz,1.0 pz,articoli per la casa
859,pile i-tech ministilo 8+8 pz,7.20 € / pz,1.0 pz,articoli per la casa
860,bosch eco 650 uc tergicristallo,11.90 € / pz,1.0 pz,articoli per la casa
861,ma-fra pasta abrasiva,8.49 € / pz,1.0 pz,articoli per la casa
862,sharp el-379sb calcolatrice tasca calcolatrice di base bianco,10.99 € / pz,1.0 pz,articoli per la casa
863,"sharp el-531th calcolatrice tasca calcolatrice scientifica nero, grigio",29.99 € / pz,1.0 pz,articoli per la casa
864,"sharp sh-elw531tg calcolatrice tasca calcolatrice con display nero, rosso",36.99 € / pz,1.0 pz,articoli per la casa
865,"sharp sh-elw531tg calcolatrice tasca calcolatrice con display nero, blu",36.99 € / pz,1.0 pz,articoli per la casa
866,"bic gel-ocity quickdry, penna nera gel a scatto e ricaricabile (punta 0.7mm), confezione da 1",2.49 € / pz,1.0 pz,articoli per la casa
867,"sharp el506tsbwh calcolatrice tasca calcolatrice scientifica nero, bianco",33.99 € / pz,1.0 pz,articoli per la casa
868,"sharp el-509ts calcolatrice tasca calcolatrice scientifica nero, arancione",29.99 € / pz,1.0 pz,articoli per la casa
869,"bic cristal original e fun, penne a sfera (punta 1mm, 1.6mm), colori assortiti, barattolo 8+12",10.99 € / pz,1.0 pz,articoli per la casa
870,pile i-tech stilo 8+8 pz,7.20 € / pz,1.0 pz,articoli per la casa
871,"bottiglia termica inox celeste 0,5l",9.90 € / pz,1.0 pz,articoli per la casa
872,one day + igiene mascherine filtranti monouso igienizzate 16 pz,0.50 € / pz,1.0 pz,articoli per la casa
873,one day + igiene mascherine chirurgiche dispositivo medico junior 10 pz,1.50 € / pz,1.0 pz,articoli per la casa
874,"staedtler 550 01 compasso blu, argento 1 pz",12.90 € / pz,1.0 pz,articoli per la casa
875,stabilo evidenziatore - boss mini sweet friends - pack da 5 - colori assortiti,7.90 € / pz,1.0 pz,articoli per la casa
876,belli e forti set 3 cont nuvoletta rettang,4.99 € / pz,1.0 pz,articoli per la casa
877,giotto turbo color 12 pennarelli,2.45 € / pz,1.0 pz,articoli per la casa
878,balmar 2000 copertina per quaderno a4 bianco laccato 180μm,1.69 € / pz,1.0 pz,articoli per la casa
879,metaltex paraschizzi rette alluminio manico in plastica 29 cm,4.99 € / pz,1.0 pz,articoli per la casa
880,stabilo pennarello premium - pen 68 - astuccio da 6 - colori fluo,6.69 € / pz,1.0 pz,articoli per la casa
881,carrefour set 3 casseruole rosse 16-18-20,29.90 € / pz,1.0 pz,articoli per la casa
882,kenwood hmp10000wh sbattitore sbattitore manuale 300 w bianco,29.90 € / pz,1.0 pz,articoli per la casa
883,staedtler 2 matite noris 2=hb,2.19 € / pz,1.0 pz,articoli per la casa
884,"bic matic strong hb 0,9 mm 5 pz",4.19 € / pz,1.0 pz,articoli per la casa
885,arda flauto soprano dolce,4.99 € / pz,1.0 pz,articoli per la casa
886,arda riga 60 cm in plastica,2.99 € / pz,1.0 pz,articoli per la casa
887,osama posca marcatore a base d'acqua bianco punta 2.5 mm,4.59 € / pz,1.0 pz,articoli per la casa
888,maped forbici sensoft 16 cm per mancini,4.99 € / pz,1.0 pz,articoli per la casa
889,arexons svitol lubrificante,4.99 € / pz,1.0 pz,articoli per la casa
890,carrefour ct010946 pastello colorato multicolore 18 pz,3.79 € / pz,1.0 pz,articoli per la casa
891,das argilla da modellazione 500 g terracotta,3.85 € / pz,1.0 pz,articoli per la casa
892,carrefour forbici cm 13,3.29 € / pz,1.0 pz,articoli per la casa
893,fila didò tris 3 x 220 g giallo/rosso/azzurro,9.69 € / pz,1.0 pz,articoli per la casa
894,fila cf 6 barattoli 100ml giotto dita,11.55 € / pz,1.0 pz,articoli per la casa
895,fabriano disegno fa/2 album 20 fogli 24x33 cm ruvido,2.49 € / pz,1.0 pz,articoli per la casa
896,carrefour 4 matite hb,1.49 € / pz,1.0 pz,articoli per la casa
897,carrefour portamine 0.5 mm,1.49 € / pz,1.0 pz,articoli per la casa
898,fila 12 pastelli olio maxi- diametro 11mm,5.99 € / pz,1.0 pz,articoli per la casa
899,mandine sbattitore mhm400-21,17.90 € / pz,1.0 pz,articoli per la casa
900,arexons svitol super spray 200ml,7.99 € / pz,1.0 pz,articoli per la casa
901,dcg eltronic hm9811 n frullatore 600 l 175 w bianco,10.00 € / pz,1.0 pz,articoli per la casa
902,dcg eltronic hm815 sbattitore sbattitore manuale 200 w bianco,10.00 € / pz,1.0 pz,articoli per la casa
903,arexons svitol technik riattivante elettrico nuovo erogatore,7.99 € / pz,1.0 pz,articoli per la casa
904,petronas selenia turbo diesel 10w-40,15.90 € / pz,1.0 pz,articoli per la casa
905,giotto 5 tempere colori primari 21 ml,6.39 € / pz,1.0 pz,articoli per la casa
906,nespoli group smalto solvente bianco ghiaccio 750 ml,10.90 € / pz,1.0 pz,articoli per la casa
907,mandine microonde mmo23dh-17,99.90 € / pz,1.0 pz,elettrodomestici cucina
908,tefal friggitrice easy pro premium fr3380 singolo 3l indipendente 2200w acciaio inossidabile,69.90 € / pz,1.0 pz,elettrodomestici cucina
909,"telefunken friggitrice ad aria 2,5lt",49.90 € / pz,1.0 pz,elettrodomestici cucina
910,bluesky robot da cucina bfp750-16,39.90 € / pz,1.0 pz,elettrodomestici cucina
911,"lavazza lm800 tiny automatica/manuale macchina per caffè a capsule 0,75 l",99.90 € / pz,1.0 pz,elettrodomestici cucina
912,mandine macchina per il pane mbm450-18 acciaio inox/nero,59.90 € / pz,1.0 pz,elettrodomestici cucina
913,moulinex fornetto optimo 33l 1600 w,169.00 € / pz,1.0 pz,elettrodomestici cucina
914,"lavazza jolie automatica/manuale macchina per caffè a capsule 0,6 l",119.00 € / pz,1.0 pz,elettrodomestici cucina
915,mandine plancha elettrica bamboo,39.90 € / pz,1.0 pz,elettrodomestici cucina
916,mandine microonde sin grill mmor20m,59.90 € / pz,1.0 pz,elettrodomestici cucina
917,philips 3000 series essential hd9200/90 airfryer l - 4 porzioni,134.00 € / pz,1.0 pz,elettrodomestici cucina
918,"lavazza jolie automatica/manuale macchina per caffè a capsule 0,6 l",119.00 € / pz,1.0 pz,elettrodomestici cucina
919,"moulinex ox4648 optimo forno elettrico con capacità di 33 l, potenza 1600 w 28x31x36cm",169.00 € / pz,1.0 pz,elettrodomestici cucina
920,"de’longhi magnifica s ecam 21.117.sb automatica macchina per espresso 1,8 l",529.00 € / pz,1.0 pz,elettrodomestici cucina
921,toshiba microonde 20l tmo20mm,79.90 € / pz,1.0 pz,elettrodomestici cucina
922,"ariete robot da cucina 2945 5 l 1900 w argento, bianco",139.00 € / pz,1.0 pz,elettrodomestici cucina
923,samsung microonde combinato cottura ventilata 28l mc2bh5015aw,229.00 € / pz,1.0 pz,elettrodomestici cucina
924,"de’longhi bq 60.x barbecue per l'aperto e bistecchiera grill da tavolo elettrico nero, grigio 1900 w",159.00 € / pz,1.0 pz,elettrodomestici cucina
925,"bialetti gioia automatica macchina per espresso 0,5 l",69.90 € / pz,1.0 pz,elettrodomestici cucina
926,"moulinex af179d10 uno l metal, 1900 w, 2.1 litri, acciaio inossidabile, nero/grigio",99.90 € / pz,1.0 pz,elettrodomestici cucina
927,macom cappuccinatore montascalda latte elettrico,45.90 € / pz,1.0 pz,elettrodomestici cucina
928,"de’longhi nespresso vertuo env 120.gy macchina per caffè automatica/manuale macchina per caffè a capsule 1,1 l",149.00 € / pz,1.0 pz,elettrodomestici cucina
929,"kenwood fdp302si robot da cucina 800 w 2,1 l argento",119.00 € / pz,1.0 pz,elettrodomestici cucina
930,mandine microonde grill mmg20dabm-22,69.90 € / pz,1.0 pz,elettrodomestici cucina
931,"sharp home appliances r-752in forno a microonde superficie piana microonde combinato 25 l 900 w nero, argento",149.00 € / pz,1.0 pz,elettrodomestici cucina
932,"lavazza lm 840 tiny eco automatica/manuale macchina per caffè a capsule 0,6 l",99.90 € / pz,1.0 pz,elettrodomestici cucina
933,bialetti macchina del caffe' gioia,79.90 € / pz,1.0 pz,elettrodomestici cucina
934,bluesky coffee maker bcm125b-23,16.90 € / pz,1.0 pz,elettrodomestici cucina
935,samsung microonde combinato cottura ventilata 28l mc28h5015aw,159.00 € / pz,1.0 pz,elettrodomestici cucina
936,de’longhi nescafé dolce gusto genio s edg225.w - bianco,89.90 € / pz,1.0 pz,elettrodomestici cucina
937,sharp yc-mg01e-b forno a microonde superficie piana microonde combinato 20 l 800 w nero,119.00 € / pz,1.0 pz,elettrodomestici cucina
938,philips essential hd9270/70 airfryer xl - 5 porzioni,199.00 € / pz,1.0 pz,elettrodomestici cucina
939,samsung microonde grill cottura sana 23l mg2af301tck,199.00 € / pz,1.0 pz,elettrodomestici cucina
940,lavazza milkeasy schiumatore per latte automatico nero,69.90 € / pz,1.0 pz,elettrodomestici cucina
941,philips 3000 series essential hd9200/90 airfryer l - 4 porzioni,134.00 € / pz,1.0 pz,elettrodomestici cucina
942,"kenwood multipro compact robot da cucina 800 w 1,2 l bianco",99.90 € / pz,1.0 pz,elettrodomestici cucina
943,"de’longhi eo 20792 fornetto con tostapane 20 l nero, argento grill 700w",179.00 € / pz,1.0 pz,elettrodomestici cucina
944,de’longhi idealfry fh2101 friggitrice ad aria calda 1400w,189.00 € / pz,1.0 pz,elettrodomestici cucina
945,mandine friggitrice ad aria 3.5l digital,64.90 € / pz,1.0 pz,elettrodomestici cucina
946,hisense h06afbs1s3 friggitrice singolo 5 l 1700 w friggitrice ad aria calda nero,129.00 € / pz,1.0 pz,elettrodomestici cucina
947,"ariete 4615 airy fryer mini, friggitrice ad aria, 1000 watt, 2 litri, max temperatura 200° c, ricettario, bianco/giallo",44.90 € / pz,1.0 pz,elettrodomestici cucina
948,"krups mini me kp123b macchina da caffè con capsule compatta ed automatica, oltre 30 tipologie di caffè",99.90 € / pz,1.0 pz,elettrodomestici cucina
949,mandine piano cottura a induzione - mic2101-17 2000w,50.90 € / pz,1.0 pz,elettrodomestici cucina
950,mandine msm1000r-22 robot da cucina 1000 w 5 l rosso,99.90 € / pz,1.0 pz,elettrodomestici cucina
951,carrefour bio 6 uova fresche di vario calibro biologiche categoria a 330 g,6.26 € / kg,0.35 kg,prodotti biologici
952,carrefour bio drink avena 1 l,1.49 € / l,1.0 l,prodotti biologici
953,carrefour bio salmone norvegese affumicato 75g,61.20 € / kg,0.075 kg,prodotti biologici
954,carrefour bio ceci 400 g,3.96 € / kg,0.24 kg,prodotti biologici
955,carrefour bio 4 uova fresche di vario calibro biologiche categoria a 220 g,7.68 € / kg,0.22 kg,prodotti biologici
956,carrefour bio drink soia 1 l,1.49 € / l,1.0 l,prodotti biologici
957,carrefour bio drink riso 1 l,1.49 € / l,1.0 l,prodotti biologici
958,carrefour bio fagioli cannellini 400 g,4.13 € / kg,0.24 kg,prodotti biologici
959,carrefour bio zucchine scure biologiche 800 g,3.31 € / kg,0.8 kg,prodotti biologici
960,carrefour bio latte intero microfiltrato 1 l,1.75 € / l,1.0 l,prodotti biologici
961,carrefour bio latte parzialmente scremato 1 l,1.35 € / l,1.0 l,prodotti biologici
962,carrefour bio 100% succo di mela 750 ml,3.32 € / l,0.75 l,prodotti biologici
963,carrefour bio limoni primofiore bio 500 g,2.96 € / kg,0.5 kg,prodotti biologici
964,carrefour bio lenticchie 400 g,3.96 € / kg,0.24 kg,prodotti biologici
965,carrefour bio fagioli borlotti 400 g,4.13 € / kg,0.24 kg,prodotti biologici
966,carrefour bio latte parzialmente scremato microfiltrato 1 l,1.75 € / l,1.0 l,prodotti biologici
967,carrefour bio crescenza 100 g,17.50 € / kg,0.1 kg,prodotti biologici
968,sterzing vipiteno bio yogurt da latte fieno bianco 150 g,7.67 € / kg,0.15 kg,prodotti biologici
969,carrefour bio parmigiano reggiano dop grattugiato biologico 60 g,26.50 € / kg,0.06 kg,prodotti biologici
970,carrefour bio pomodori pelati 400 g,3.96 € / kg,0.24 kg,prodotti biologici
971,carrefour bio mozzarella fior di latte biologica 125 g,11.92 € / kg,0.125 kg,prodotti biologici
972,fiorentini gli originali si&no mais bio 100 g,20.90 € / kg,0.1 kg,prodotti biologici
973,fiorentini gli originali si&no legumi bio 80 g,29.88 € / kg,0.08 kg,prodotti biologici
974,carrefour bio tofu al naturale 2 x 125 g,8.36 € / kg,0.25 kg,prodotti biologici
975,carrefour bio spinaci foglia su foglia surgelati 450 g,3.76 € / kg,0.45 kg,prodotti biologici
976,carrefour bio fagiolini finissimi surgelati biologici 450 g,4.87 € / kg,0.45 kg,prodotti biologici
977,carrefour bio piselli fini surgelati 450 g,3.89 € / kg,0.45 kg,prodotti biologici
978,teddi biologico banana 2 x 115 g,9.78 € / kg,0.23 kg,prodotti biologici
979,"carrefour bio farina di grano tenero tipo ""00"" 1000 g",1.59 € / kg,1.0 kg,prodotti biologici
980,porta dei dogi prosecco doc biologico extra dry 750 ml,10.12 € / l,0.75 l,prodotti biologici
981,carrefour bio spremuta di arance rosse 750 ml,3.85 € / l,0.75 l,prodotti biologici
982,carrefour bio drink riso integrale 1 l,1.79 € / l,1.0 l,prodotti biologici
983,carrefour bio gallette di grano saraceno 100 g,20.90 € / kg,0.1 kg,prodotti biologici
984,carrefour bio drink riso e cocco 1 l,1.99 € / l,1.0 l,prodotti biologici
985,zymil alta digeribilità senza lattosio bio buono digeribile 1000 ml,2.29 € / l,1.0 l,prodotti biologici
986,riso scotti i bio leggeri** crackers 100% riso* 200 g,14.75 € / kg,0.2 kg,prodotti biologici
987,carrefour bio minestrone surgelato 450 g,3.89 € / kg,0.45 kg,prodotti biologici
988,teddi biologico albicocca 2 x 115 g,9.78 € / kg,0.23 kg,prodotti biologici
989,carrefour bio hummus di ceci 130 g,20.69 € / kg,0.13 kg,prodotti biologici
990,carrefour bio drink avena 500 ml,1.98 € / l,0.5 l,prodotti biologici
991,carrefour bio cioccolato extra fondente 100 g,15.50 € / kg,0.1 kg,prodotti biologici
992,carrefour bio succo e polpa di pesca 3 x 200 ml,3.82 € / l,0.6 l,prodotti biologici
993,carrefour bio parmigiano reggiano dop stagionatura minima 18 mesi 150 g,25.27 € / kg,0.15 kg,prodotti biologici
994,carrefour bio cuor di fragola 240 g,9.96 € / kg,0.24 kg,prodotti biologici
995,carrefour bio soft dischetti detergenti morbidi 70 pz,0.02 € / pz,70.0 pz,prodotti biologici
996,carrefour bio drink soia 500 ml,1.98 € / l,0.5 l,prodotti biologici
997,carrefour bio zucchero di canna grezzo biologico 500 g,3.98 € / kg,0.5 kg,prodotti biologici
998,carrefour bio bresaola della valtellina i.g.p. biologica 80 g,62.38 € / kg,0.08 kg,prodotti biologici
999,carrefour bio songino 70 g,17.86 € / kg,0.07 kg,prodotti biologici
1000,carrefour bio biscotti al farro con gocce di cioccolato 300 g,8.33 € / kg,0.3 kg,prodotti biologici
1001,rigoni di asiago fiordifrutta fragole e fragoline di bosco bio 330 g,12.09 € / kg,0.33 kg,prodotti biologici
1002,carrefour bio pizza margherita surgelata 350 g,10.26 € / kg,0.35 kg,prodotti biologici
1003,carrefour bio taralli 250 g,7.80 € / kg,0.25 kg,prodotti biologici
1004,teddi biologico pera 2 x 115 g,9.78 € / kg,0.23 kg,prodotti biologici
1005,fiorentini le originali gallette bio di mais 120 g,17.42 € / kg,0.12 kg,prodotti biologici
1006,carrefour bio gallette di farro 120 g,12.92 € / kg,0.12 kg,prodotti biologici
1007,carrefour bio pistacchi tostati 150 g,33.20 € / kg,0.15 kg,prodotti biologici
1008,carrefour bio cuor di mirtillo 240 g,11.21 € / kg,0.24 kg,prodotti biologici
1009,carrefour bio mini gallette di mais 150 g,11.00 € / kg,0.15 kg,prodotti biologici
1010,carrefour bio burro 250 g,13.96 € / kg,0.25 kg,prodotti biologici
1011,carrefour bio drink riso e mandorla 250 ml,3.00 € / l,0.25 l,prodotti biologici
1012,carrefour bio succo e polpa di mela 3 x 200 ml,3.82 € / l,0.6 l,prodotti biologici
1013,carrefour bio drink farro 1 l,2.19 € / l,1.0 l,prodotti biologici
1014,carrefour bio aceto di mele 500 ml,3.38 € / l,0.5 l,prodotti biologici
1015,carrefour bio corn flakes 300 g,6.63 € / kg,0.3 kg,prodotti biologici
1016,"carrefour bio pane a fette al farro con semi di lino, girasole e miglio 400 g",4.88 € / kg,0.4 kg,prodotti biologici
1017,"carrefour bio schiacciatine al farro e grano saraceno 4 x 37,5 g",15.67 € / kg,0.15 kg,prodotti biologici
1018,pane tartarugone bio,6.00 € / kg,0.50 kg,prodotti biologici
1019,bonduelle bio carote 150 g,11.67 € / kg,0.15 kg,prodotti biologici
